id	url	timestamp	title	activity_type	felt	duration_seconds	distance	distance_units	description	effort_outof_5	gear	weather	calories
7583493	http://www.dailymile.com/entries/7583493	2011-06-07T02:02:45Z	VFF for the first time since April	Running	blah	4001	7.5	miles	Since my Altra Instincts feel like they are going flat I decided to switch back to my VFF for a change. At the beginning everything felt good.  It was nice to sense the ground again.  I could feel the built-in spring of the foot, lower leg and tendons.  But after about 30 minutes my Achilles started to ache. Towards the end I had some discomfort in the arch and around the toe pockets.  I'm a bit frustrated with shoes right now.  Probably need to start rotating footwear again anyway to help minimize repetitive motion injuries.	2	VFF Bikila		800
7607990	http://www.dailymile.com/entries/7607990	2011-06-08T02:35:52Z	GHFC round trip	Running	blah	3120	5	miles	"Still do not like NB Minimus Road.  However, they remind me that I need to ""run light"", something I was cheating on in my Altra Instincts."	1	NB Minimus Road		630
7608015	http://www.dailymile.com/entries/7608015	2011-06-08T02:36:42Z	CORE workout at GHFC	Fitness	blah					1			
7614559	http://www.dailymile.com/entries/7614559	2011-06-08T12:27:49Z							"Started reading Barefoot Ken Bob's new book ""Barefoot Running Step by Step"" http://amzn.to/kYX2l4.  Maybe I can end my shoe frustration by running barefoot."				
7644318	http://www.dailymile.com/entries/7644318	2011-06-09T18:42:14Z							"NCAA Outdoor Track and Field Championships live feed (and the video player even seems to work on Linux), weather delay is supposed to lift soon: 
http://bit.ly/jtLFn7"				
7645968	http://www.dailymile.com/entries/7645968	2011-06-09T20:36:44Z	Workrave	Fitness					15 pull-ups, one-leg knee bends				
7679387	http://www.dailymile.com/entries/7679387	2011-06-11T15:57:36Z	Strides	Running	good		0.5	miles	Short striders in various shoes while recording to a little 10 dollar digital video camera.  Good enough to notice a couple of things about my form.				51
7681559	http://www.dailymile.com/entries/7681559	2011-06-11T17:32:13Z							Live NCAA track and field championship video feed: http://bit.ly/kgW2hA   1500m, women 3000m steeplechase, and men 5000m this afternoon!				
7694890	http://www.dailymile.com/entries/7694890	2011-06-12T13:40:17Z	no sidewalks	Running	blah	5040	8.81	miles	Lot's of blah runs lately.  Either this is my body telling me its time to take off a few weeks with complete rest due to longterm muscle fatigue (e.g. overtraining syndrome), or my central governor is pissed about the pain I suffered during my last race.  I'm sure the heat doesn't help.  Ran in my RunAmoc DASH, it's a nice shoe.	1	RunAmoc DASH Smooth		1018
7694930	http://www.dailymile.com/entries/7694930	2011-06-12T13:42:46Z	barefoot walk / run	Running	alright	1920	3	miles	Time to get serious about developing my foot pads.	1	Barefoot		388
7723267	http://www.dailymile.com/entries/7723267	2011-06-13T19:49:25Z	Workrave	Fitness					75 push-ups, 15 pull-ups, one-leg knee bends				
7745717	http://www.dailymile.com/entries/7745717	2011-06-14T17:21:34Z	Walk to lunch barefoot	Walking	good		1	miles	The only way to build up my foot pads is to expose my bare feet to this good earth of ours!  It's a scorcher out there, reports of 100 degrees today!  Hot hot pavement.	1	Barefoot		10
7749213	http://www.dailymile.com/entries/7749213	2011-06-14T20:32:08Z	Workrave	Fitness					75 push-ups, 10 doorway pull-ups, various leg strengthening (knee bends, eccentric calf exercises, standing hip abductions, step-back lunges)				
7776819	http://www.dailymile.com/entries/7776819	2011-06-15T04:00:00Z	Barefoot walking	Walking	good		1	miles	Started walking barefoot during the day. Rough pavement is doing wonders for the foot pads.  Walked from/to the parking garage, to/from lunch, and a little extra after getting home from work.				10
7786591	http://www.dailymile.com/entries/7786591	2011-06-16T10:48:12Z	University Ave 6mi loop	Running	alright	3500	6.24	miles	Ran in VFF, last 1.5 miles barefoot.  Nice cool breeze since thunderstorms are moving through this morning.  Had to stop and slow down when I felt a twinge in my way upper glute (almost on top on the way to my hip). After walking a bit I decided to take off the shoes and jog it in barefoot.	2	VFF Bikila		703
7818240	http://www.dailymile.com/entries/7818240	2011-06-17T04:00:00Z	barefoot walking and stadium stairs	Walking	alright		1	miles	I think it is very interesting that various paved surfaces can have such different surface temperatures.  Yikes, some of them were hot!  Did two sets of stadium stairs.  Foot bottoms are tender.				10
7849527	http://www.dailymile.com/entries/7849527	2011-06-19T15:09:12Z	San Felasco 3x Hammock cutoff	Running	blah	7800	11.4	miles	Turned into a walkfest.  Not sure if it's in my head or if my body really needs a break.  I intend to take a few weeks off.  I have never in my life trained consistently for an entire year, it is reasonable that the body needs some complete rest.	1	Adidas Kanadia 3		1576
7920492	http://www.dailymile.com/entries/7920492	2011-06-22T16:38:37Z	lunchtime barefoot walking 	Walking	good		1.2	miles	Foot pads in training.	1			12
7929934	http://www.dailymile.com/entries/7929934	2011-06-23T01:17:00Z	barefoot walk / easy run 	Running			1.75	miles	"Attempting to apply what I am learning from Barefoot Ken Bob's new book ""Barefoot Running Step by Step"" http://amzn.to/mvxwbq  I definitely have not been bending my knees enough and cushioned shoes killed my cadence."	1	Barefoot		180
7938344	http://www.dailymile.com/entries/7938344	2011-06-22T04:00:00Z	Workrave	Fitness					Definitely feel better after the work day when I haven't let myself sit for 8 hours.  50 jumping jacks, 50 push-ups, 10 doorway pull-ups.				
7958595	http://www.dailymile.com/entries/7958595	2011-06-23T16:00:00Z	Workrave	Fitness					50 push-ups, some exterior hip strengthening with elastic band.				
7964303	http://www.dailymile.com/entries/7964303	2011-06-24T17:13:50Z	barefoot to lunch	Walking			1.5	miles	More footpad conditioning.  I've started carrying flip-flops or mocs to wear into the restaurants.  Sidewalks seem fine, but many restaurants have *nasty* floors.				15
7967792	http://www.dailymile.com/entries/7967792	2011-06-24T21:28:24Z	Workrave	Fitness					60 pull-ups, 75 jumping jacks				
7989834	http://www.dailymile.com/entries/7989834	2011-06-26T01:05:38Z	barefoot run on sidewalks	Running	good	1533	3	miles	The secret to barefoot running... bend your knees until you think you look funny, then bend them some more.	2	Barefoot		303
8035227	http://www.dailymile.com/entries/8035227	2011-06-28T02:50:29Z	run in the rain	Running	good	3077	6.31	miles	Bend the knees, bend the knees.  Run lightly.  The foot should kiss the ground like an airplane coming in for a landing.  Felt pretty good in my VFF although I had some rubbing around the toe pockets.  My body finally revolted against all that rest by giving me horrible heartburn / acid reflux last night. Prior to this, I hadn't had any noticeable heartburn over the whole last year since I started running.  I had to get out and move tonight to keep the stomach acid at bay.	2	VFF Bikila		618
8050898	http://www.dailymile.com/entries/8050898	2011-06-28T20:32:15Z	Workrave	Fitness					125 push-ups, 35 doorway pull-ups				
8090563	http://www.dailymile.com/entries/8090563	2011-06-30T13:24:40Z	barefoot morning run	Running	alright	2294	4	miles	Really stiff this morning and still some soreness from the last run a few days ago.  Ran a short stretch on the roughest road I have been able to locate (stones embedded in asphalt). Bending the knees I was able to handle this just fine.	2	Barefoot		460
8120393	http://www.dailymile.com/entries/8120393	2011-07-01T23:19:20Z	barefoot run	Running	good		1.2	miles	Barefoot running off part of the extra slice of stuffed crust pizza I ate.	1	Barefoot		123
8167037	http://www.dailymile.com/entries/8167037	2011-07-04T15:02:39Z	Melon Run 3 mile race - Barefoot	Running	great	1144	3	miles	My first barefoot race on mostly paved surface. This course has about a half mile on greenway boardwalk / dirt trail, the rest was sidewalk and street.  Definitely went out a little too fast but held on for top-3 in my age group which earned me a watermelon!  My main goal was to race but keep my barefoot form and avoid blisters.  My feet are in good shape with just a few hot spots so I feel like I met my goal.	5	Barefoot	hot	230
8196198	http://www.dailymile.com/entries/8196198	2011-07-05T20:55:44Z							I hate the waiting for race results to get posted online.				
8199420	http://www.dailymile.com/entries/8199420	2011-07-05T23:57:42Z							Start of the 2011 Melon Run in Gainesville, FL.  I raced barefoot.  The hat stayed on for about 20 meters.				
8202175	http://www.dailymile.com/entries/8202175	2011-07-06T01:39:43Z							Near the finish of the 2011 Melon Run 3-mile race in Gainesville, FL.  My first barefoot race on mostly paved surfaces, finished a few seconds over 19 minutes (6:21 per mile pace).				
8221261	http://www.dailymile.com/entries/8221261	2011-07-06T21:10:12Z	Workrave	Fitness					75 push-ups				
8244238	http://www.dailymile.com/entries/8244238	2011-07-07T20:52:33Z	Workrave	Fitness					75 push-ups, 40 doorway pull-ups, one-leg knee bends, sideways walk with elastic bends, eccentric calf raises.				
8264860	http://www.dailymile.com/entries/8264860	2011-07-08T20:22:11Z	Workrave	Fitness					225 jumping jacks				
8270340	http://www.dailymile.com/entries/8270340	2011-07-09T02:20:37Z	long night loop	Running	alright	4980	9.1	miles	"Calves were sore all week from the race.  They were better today before the run, but definitely sore again now!  The next skill for me to master is relaxing the calves.  I have no idea how to do this.  I think I'm done with my ""rest"" phase, ready to start doing some LSD endurance training."	2	VFF Bikila		1006
8289493	http://www.dailymile.com/entries/8289493	2011-07-10T01:24:46Z	Brywood to NW 31st Blvd (Glen Springs Rd) out and back	Running	alright	2355	4.0476	miles		1	Altra Instinct		473
8359348	http://www.dailymile.com/entries/8359348	2011-07-13T01:48:42Z	night loop cutoff at 34th	Running	good	3488	6.2	miles	"Barefoot at night is ok.  All sidewalks.  My ""curl up the toes"" muscles were not strong enough to keep them up towards the end so I have some tender areas on my big toes, had to slow down to keep myself in the happy feet zone."	1	Barefoot		703
8377867	http://www.dailymile.com/entries/8377867	2011-07-13T20:57:26Z	Workrave	Fitness					50 push-ups, 25 doorway pull-ups				
8385174	http://www.dailymile.com/entries/8385174	2011-07-14T02:12:34Z	Archer Rd and thru campus	Running	alright	5370	9.16	miles	Warm and humid night.	1	Altra Instinct		1079
8422979	http://www.dailymile.com/entries/8422979	2011-07-15T20:22:32Z	Workrave	Fitness					Slackin' today.  Only 40 push-ups.				
8451308	http://www.dailymile.com/entries/8451308	2011-07-17T12:34:34Z	barefoot - increasing distance	Running	alright	4470	7	miles	Stiff this morning, legs did not want to bend, had trouble finding my form.  Ran on some rooty, rocky, and rough surfaces today.	1	Barefoot		897
8537902	http://www.dailymile.com/entries/8537902	2011-07-21T02:46:01Z	Brywood to NW 31st Blvd (Glen Springs Rd) out and back	Running	good	1964	4.0476	miles	Barefoot run mid-morning.  Guess everyone is saying the same thing... it was hot today!	2	Barefoot		388
8598639	http://www.dailymile.com/entries/8598639	2011-07-24T02:00:02Z	Stationary bike while watching track videos online	Fitness		3600			Mo Farah was a stud at the Diamond League meet in Monaco.  Morgan Uceny with a PR in the 1500m.  Also great slow motion video of Bolt (barely) winning the 100m.  Watch at universalsports.com.				
8635580	http://www.dailymile.com/entries/8635580	2011-07-25T20:29:12Z	Workrave	Fitness					50 push-ups, 20 doorway pull-ups.  My abs were sore today from sit-ups last night.				
8732924	http://www.dailymile.com/entries/8732924	2011-07-30T00:45:46Z	Heat acclimation run	Running	good	3877	6.5	miles	Wore two long sleeve shirts, running pants, socks and shoes to encourage heat acclimation. I have not been able to run in over a week (wife out of town) so it felt good to get out there.	1	Altra Instinct	hot	776
8760166	http://www.dailymile.com/entries/8760166	2011-07-31T14:24:50Z	San Felasco trails outer loop barefoot	Running	great	3660	7.4	miles	Wow, seems like a really long time since I ran on the trails of San Felasco.  Did Blue plus Yellow outer loop barefoot.  Even though I turned into a wet soggy mess, I never felt too hot.  The heat acclimation run (long sleeves and pants) seems to be working to make a normal run like today feel nice and cool.	2	Barefoot		739
8818101	http://www.dailymile.com/entries/8818101	2011-08-02T23:32:36Z	Glen Springs Rd. Loop	Running	alright	3421	6.16	miles	I survived another heat acclimation run.	1	VFF Bikila		691
8841680	http://www.dailymile.com/entries/8841680	2011-08-03T22:45:00Z	Swamp stadium roundtrip	Running			4.06	miles	Hot hot so very hot.	1	Altra Instinct		418
8841704	http://www.dailymile.com/entries/8841704	2011-08-03T22:47:25Z	Stadium Stairs at The Swamp	Running					Altra Zero Drop shoes are great for running stadium stairs in The Swamp.  Despite the dripping, burning sweat in my eyes had a great workout.  5 x stairs.	2			
8875026	http://www.dailymile.com/entries/8875026	2011-08-05T11:48:04Z	Brywood to NW 31st Blvd (Glen Springs Rd) out and back	Running	good	2117	4.0476	miles	A nice morning for a barefoot run.	1	Barefoot		424
8886463	http://www.dailymile.com/entries/8886463	2011-08-05T23:13:12Z	no sidewalks	Running	good	4980	8.81	miles	"Part 2 of a double. My brain and body seemed to remember the ""run light"" pattern from this morning's barefoot run so I felt good in my cushioned Altra Instincts.  Still hot out there but the breeze helped."	1	Altra Instinct	hot	1006
